run,along-step-neutral,along-step-uniform-msc,annihil-2-gamma,brems-rel,brems-sb,conv-bethe-heitler,extend-from-primaries,extend-from-secondaries,geo-boundary,initialize-tracks,ioni-moller-bhabha,photoel-livermore,physics-discrete-select,pre-step,scat-klein-nishina,scat-rayleigh,tracking-cut,setup,total
4.5,7.244584230400004,23.122796592000004,0.022507904399999983,0.017997197900000005,0.1466384256000001,0.05083741599999993,0.021674412500000014,0.13844898769999991,1.0113813037000008,1.4921633096,0.05717769270000002,0.08882536759999994,0.050319302199999985,0.05772218910000001,0.048876895999999996,0.02676494270000001,0.009799434999999995,44.801128778599995,33.639414801399994
