run,along-step-neutral,along-step-uniform-msc,annihil-2-gamma,brems-rel,brems-sb,conv-bethe-heitler,extend-from-primaries,extend-from-secondaries,geo-boundary,initialize-tracks,ioni-moller-bhabha,photoel-livermore,physics-discrete-select,pre-step,scat-klein-nishina,scat-rayleigh,tracking-cut,setup,total
4.5,7.212272974199999,22.767367824900003,0.022874528800000005,0.018315065499999998,0.1480761901000001,0.06681060700000002,0.02144903260000001,0.08901555850000001,1.0148098674000003,1.4990287536000002,0.05773594899999999,0.1261304443999999,0.054066336000000007,0.059640914,0.10740220139999997,0.031303208699999995,0.009692828999999997,44.5493884401,33.3364197908
