run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0,0.009239265,2.3238355619999984,1.1430365459999992,0.02933711499999999,0.32266505999999984,0.04136363600000008,0.21141013499999994,0.25437187600000016,5.886489865000001,0.108965346,0.008311546,0.537475969,10.34489697
1,0.009348304999999986,2.3267877320000014,1.143126497000001,0.029967819000000017,0.3234150469999997,0.044359338000000005,0.21199519500000014,0.25323904099999983,5.884661464000003,0.11041481299999999,0.008781139999999996,0.669805718,10.352375761
2,0.00897849800000001,2.3232815040000023,1.1413998969999992,0.02943722000000002,0.3228605960000003,0.041129363000000085,0.21115221300000017,0.2525278869999998,5.884993816000004,0.10785798299999996,0.008421120999999998,0.717980533,10.338027628
3,0.009081107999999985,2.3261341929999997,1.1425601309999989,0.029645760000000024,0.32293752800000025,0.04256910000000005,0.21149101799999995,0.2530516290000003,5.887091779999999,0.10832036400000002,0.008463951999999992,0.548086917,10.347283425
4,0.008878285000000003,2.3248228170000016,1.1407705529999985,0.029413178000000012,0.322667611,0.043121377999999974,0.21102812199999996,0.2531195550000001,5.8846783239999985,0.10739552899999996,0.008359654000000001,0.53757273,10.340052665
5,0.008857200000000004,2.325036018000001,1.1413624920000003,0.02928391400000003,0.32281528099999957,0.04137303500000002,0.21092013100000015,0.2522121519999997,5.885426991999997,0.10702056400000003,0.008321637999999996,0.541673594,10.338455302
6,0.009052383999999988,2.324306296999997,1.1422845580000007,0.030912985000000014,0.32295331800000016,0.041861349000000034,0.21128248800000018,0.25302591899999977,5.8845253390000005,0.10822513599999993,0.008530502,0.536620892,10.342889269
7,0.009208408000000005,2.3237884609999973,1.1429651569999988,0.029708029999999965,0.32315280799999996,0.041922367999999974,0.21166228699999998,0.25298263399999954,5.883528105999997,0.10930140700000003,0.008679548999999995,0.6786445,10.343004962
8,0.009101715000000005,2.3229855280000007,1.1422059549999997,0.029524257999999987,0.3229461829999997,0.04172873200000007,0.2113321539999999,0.2529699909999996,5.8882109530000015,0.10842590800000006,0.008540563999999995,0.724182213,10.344016397
9,0.008920568000000005,2.3233277830000008,1.1415343669999996,0.029370391999999988,0.3227531940000003,0.04196789300000008,0.21096338100000006,0.25227482499999987,5.884787572000003,0.10871656799999994,0.008333986000000003,0.619484717,10.338807455
