run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0,0.009309787999999996,2.1488762789999996,1.0539188069999994,0.029197339999999992,0.34283127099999966,0.04228414900000003,0.21663006799999987,0.2744830019999999,5.6620507669999975,0.10703053199999985,0.008720125000000006,0.415486595,9.901512303
1,0.008870152999999995,2.145705101,1.0531014030000008,0.028696356000000027,0.3422979100000002,0.041165145000000035,0.21595103800000018,0.2738664659999999,5.659046327000001,0.10448987400000012,0.008317543,0.408650647,9.887356224
2,0.008784229999999995,2.149515007000002,1.0526956289999985,0.02857651500000001,0.3421453330000003,0.04130766299999995,0.21587491400000014,0.2738126329999997,5.657367487000006,0.10384828600000005,0.008206316000000003,0.412997914,9.887863494
3,0.008898680000000004,2.145861080999999,1.0531180300000016,0.02876529799999999,0.3423883869999998,0.041288969999999973,0.21585223800000017,0.2739235980000003,5.660272603999991,0.10430486699999995,0.008314830999999993,0.41153926,9.888850114
4,0.008972262000000009,2.148614022000002,1.0530255600000007,0.028889371000000042,0.3422469230000002,0.041214776000000015,0.21599089099999988,0.2741843999999997,5.659450175000002,0.10499541500000002,0.008372219000000005,0.407778958,9.89185703
5,0.00890404200000001,2.1449356179999994,1.0523802540000016,0.028681158999999998,0.342040678,0.04101492399999998,0.21588449999999992,0.273911887,5.657527057999999,0.10417865400000005,0.008295637000000005,0.411222747,9.88359805
6,0.008808331,2.1456434140000007,1.0515439289999993,0.028689488000000016,0.34203865699999947,0.04133678300000002,0.21562038499999975,0.2738094680000001,5.653998519000002,0.10410289800000005,0.008260338999999995,0.408296953,9.879685366
7,0.008931359000000002,2.145039558999997,1.0513916019999976,0.02879251900000001,0.3421509940000002,0.041524463,0.21580934000000038,0.2735632429999994,5.651085123,0.10469691499999988,0.008365004,0.414539026,9.877355636
8,0.008857585999999994,2.145664352000001,1.0509046480000006,0.028702197999999957,0.34205225399999994,0.04096082300000001,0.21559569399999978,0.2735953660000004,5.650143248999996,0.10411530299999991,0.008256622000000003,0.417187078,9.874714524
9,0.008808822999999995,2.1431565019999996,1.050573702,0.028612572000000006,0.34209917600000006,0.04083130900000002,0.21555646899999995,0.2736772939999997,5.653358029999999,0.10364545100000018,0.008215422999999993,0.410078658,9.874369521
