run,along-step-neutral,along-step-uniform-msc,annihil-2-gamma,brems-rel,brems-sb,conv-bethe-heitler,extend-from-primaries,extend-from-secondaries,geo-boundary,initialize-tracks,ioni-moller-bhabha,photoel-livermore,physics-discrete-select,pre-step,scat-klein-nishina,scat-rayleigh,tracking-cut,setup,total
4.5,7.352803284700006,21.19761729510001,0.01088843720000001,0.011590610899999998,0.02065102449999999,0.013358720999999995,0.020094489799999997,0.12441336350000001,1.028281006,1.4782004491000005,0.0167744877,0.030561777599999985,0.021590369699999997,0.0448522478,0.0156702651,0.014594338699999997,0.0090732244,44.6335641972,31.439556518999996
