run,along-step-neutral,along-step-uniform-msc,annihil-2-gamma,brems-rel,brems-sb,conv-bethe-heitler,extend-from-primaries,extend-from-secondaries,geo-boundary,initialize-tracks,ioni-moller-bhabha,photoel-livermore,physics-discrete-select,pre-step,scat-klein-nishina,scat-rayleigh,tracking-cut,setup,total
4.5,7.4008092825999965,22.115181341600007,0.012111195300000002,0.012957468199999994,0.021905743099999982,0.014718278699999993,0.022763139800000002,0.09342746580000003,1.0199779690000008,1.4899430571999996,0.018267769899999998,0.032007168499999974,0.023270276899999994,0.04908749359999999,0.0168652153,0.015960736999999992,0.010287949000000005,44.7041405381,32.4013560924
