0.189769, 1.24291
-0.77867, 0.263477
-0.324481, 0.645837
-0.741803, 2.65236
0.0842952, 2.52829
-0.791585, 2.58886
0.900271, 2.50823
-0.0503491, 4.55171
0.176389, 6.05389
-0.894701, 4.59491
-0.913416, 1.66124
0.0565401, 1.87237
-0.562025, 3.27685
0.0687313, 0.00691445
0.249394, 0.362285
0.724025, 0.659412
-0.831588, 0.406154
-0.497806, 5.24352
-0.0598799, 1.1311
0.226308, 0.912576
-0.30477, 4.40857
0.98876, 4.0017
-0.863288, 2.43835
0.815369, 1.60309
-0.104076, 3.21266
0.223679, 1.1779
-0.639036, 1.71011
-0.654098, 2.86644
0.828452, 4.89128
0.440132, 3.82859
0.9606, 3.73965
-0.694528, 4.47171
0.11958, 1.59696
-0.795119, 2.72076
0.621201, 1.11223
-0.0376571, 4.57312
-0.467542, 1.0418
-0.0850195, 4.25886
0.783518, 3.17289
-0.187252, 2.57681
-0.570795, 5.7231
0.400613, 4.3974
-0.444284, 3.21114
-0.294123, 5.34269
-0.707338, 2.04773
-0.347423, 2.93181
-0.443848, 5.64556
-0.379498, 4.23715
0.841497, 3.16205
-0.634719, 2.29153
0.233201, 3.44881
-0.71407, 5.58234
0.144462, 3.74806
-0.183816, 0.922551
0.751795, 2.90498
-0.352341, 5.47793
-0.801556, 2.60086
0.455645, 4.82516
0.295944, 2.13524
-0.510821, 4.36254
0.0937729, 4.81453
-0.796364, 5.09248
-0.258773, 2.4566
-0.23506, 3.08859
-0.0291234, 4.24151
-0.379624, 1.99562
0.348348, 5.9543
0.829729, 5.38827
-0.860257, 2.25937
-0.180258, 0.745768
0.86661, 2.14342
-0.847698, 3.68997
0.208302, 2.63517
-0.195415, 6.24012
0.111904, 5.72639
-0.202182, 2.45747
0.24956, 5.90166
0.692196, 6.17913
0.72371, 6.18176
0.0744136, 1.17468
0.209449, 6.14686
0.983117, 5.0088
-0.710502, 3.84342
-0.481565, 5.23143
0.544321, 3.34799
0.677554, 2.83721
0.143387, 4.5431
0.932656, 3.15232
0.325765, 2.04283
0.49287, 2.94672
0.814107, 2.68221
0.974334, 2.80674
-0.896436, 0.0487012
-0.12613, 2.91393
0.00183708, 1.2171
-0.799713, 1.20427
0.3199, 2.52483
0.868954, 3.54624
-0.450366, 3.41616
-0.322852, 4.15684
0.830052, 0.558766
-0.935613, 5.44476
0.256663, 2.93302
-0.0863771, 1.95788
-0.686584, 5.59273
0.312999, 5.51186
0.493147, 1.78119
0.78745, 1.67476
-0.471853, 1.04512
-0.670072, 2.26268
0.597687, 3.77443
0.0528686, 4.01213
-0.424424, 0.411465
-0.537527, 3.68291
-0.636647, 2.19431
0.752083, 2.14782
-0.599941, 0.737623
-0.868669, 0.284433
-0.427264, 5.50438
0.662613, 5.76321
0.889515, 1.19835
0.358102, 4.3097
-0.177858, 2.14056
0.618143, 0.0962856
0.113033, 4.89358
-0.97036, 2.06121
0.771415, 6.01697
-0.104842, 2.63413
0.212426, 1.35846
-0.181537, 3.02353
-0.444252, 1.44224
-0.700892, 5.84924
0.636226, 1.66485
-0.852447, 2.63454
-0.65005, 1.5843
-0.555105, 5.18647
0.0303499, 3.2621
0.894866, 5.73242
-0.562792, 2.16946
0.459554, 5.29232
-0.269735, 3.96277
-0.258575, 6.08917
0.382916, 2.72127
0.663661, 5.37747
0.178944, 3.74724
-0.369448, 3.15892
-0.966041, 5.54611
-0.0421087, 1.71702
0.0760448, 2.56399
-0.0670017, 5.44658
-0.857179, 5.66131
-0.0410216, 2.17445
-0.294994, 4.03161
0.153092, 6.18693
0.242711, 1.70302
0.0284565, 4.06191
-0.988622, 3.36584
-0.949334, 0.805632
0.200875, 3.52249
0.702099, 1.7683
-0.337288, 2.21268
-0.917888, 1.30568
-0.734136, 5.43741
-0.988497, 3.58339
0.408826, 5.09193
-0.285432, 2.18824
0.905706, 3.91075
0.4656, 2.37262
0.756194, 4.9856
0.950797, 0.0726226
-0.754977, 1.56462
-0.959098, 1.89963
-0.990184, 3.81298
-0.601651, 0.593542
-0.691166, 2.4982
-0.208977, 2.67315
-0.70718, 1.45296
-0.421702, 1.44284
-0.363752, 4.30301
-0.855276, 1.90548
-0.00936368, 0.597516
0.462648, 5.61364
-0.43879, 0.897339
-0.66444, 0.0106226
-0.588675, 4.17305
0.464338, 3.52223
-0.445343, 2.36466
0.815836, 5.71035
0.844526, 0.062732
-0.182481, 6.05637
-0.59779, 4.64119
-0.0348287, 1.81489
-0.433702, 4.21299
0.836138, 0.398953
0.0369404, 1.96191
-0.172615, 6.12213
-0.189171, 2.23417
0.0495231, 1.9872
-0.444282, 3.62935
-0.828944, 5.371
0.540384, 5.09896
-0.0702772, 3.11375
0.497199, 5.86079
-0.0549427, 1.99881
-0.521425, 0.656123
-0.364795, 4.21318
0.599733, 1.90124
-0.956188, 4.42352
0.882484, 3.8967
-0.469222, 2.20328
-0.173394, 4.7268
-0.860065, 0.300569
-0.674756, 3.99884
0.582333, 5.80328
0.0191226, 5.47846
-0.450716, 5.66156
-0.233099, 2.62465
-0.172891, 5.37974
0.396769, 1.09421
-0.0530823, 3.96368
-0.6767, 1.14526
0.98577, 4.876
0.00970756, 3.68365
0.196855, 1.84998
-0.949412, 2.77089
0.822162, 1.95663
-0.0306522, 3.21509
0.978376, 3.7848
0.828297, 5.82923
0.656303, 5.04024
0.590762, 4.84702
-0.410226, 4.02228
0.11974, 6.2455
0.327781, 2.63601
0.392294, 3.27964
0.205548, 5.89112
