run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0,0.008353005999999998,2.1455576549999975,1.0470392520000016,0.028828987999999986,0.04406139200000001,0.035139791000000004,0.06584398899999999,0.19613794099999998,0.17945008799999979,0.09041898300000001,0.007934409000000005,0.631134061,3.854009561
1,0.00879069099999999,2.149481478000002,1.0483196650000002,0.02935679599999998,0.04449543900000003,0.037402849,0.06643004999999993,0.19680746600000004,0.17969488900000008,0.09310805600000009,0.008362575999999995,0.627240861,3.867685459
2,0.008298930999999996,2.146317777999999,1.0466227709999991,0.028878809999999998,0.04395243100000001,0.035390997,0.0656822,0.19640790099999994,0.17926385400000014,0.0902655959999999,0.007878893000000001,0.627639323,3.854097055
3,0.008149740000000003,2.1451186820000023,1.046122918999999,0.028581582000000005,0.043735915999999986,0.03447324400000001,0.06536840700000002,0.19582763100000022,0.17897302499999979,0.08900371700000007,0.007681541999999996,0.631588024,3.848163358
4,0.008482012999999998,2.144666230000003,1.0475639450000005,0.029025541000000016,0.044065669000000064,0.035772886000000025,0.06576621400000002,0.19631816200000032,0.17951953999999973,0.09134245000000005,0.008109570000000005,0.632515911,3.85601664
5,0.00891039299999999,2.1468934650000024,1.0472524529999998,0.029526212999999975,0.04459254399999999,0.037507820000000025,0.06663516599999995,0.19681514100000003,0.1801970630000001,0.09395176900000018,0.008524669000000004,0.630384364,3.866294412
6,0.008054834000000009,2.1449395849999977,1.045085808000001,0.02855567099999998,0.043692274000000066,0.03430119399999999,0.06500916700000005,0.19564998199999994,0.17896088599999982,0.08842931300000009,0.007651336999999999,0.627589973,3.845328665
7,0.00833593,2.142836356999999,1.0456549439999994,0.028855445000000014,0.04394084000000001,0.03499909800000002,0.06552632799999998,0.19601322899999968,0.17931779200000003,0.09012417499999995,0.007911190999999995,0.630397764,3.848666812
8,0.008409089000000012,2.143426217,1.0476486669999998,0.028938569999999993,0.04404526000000004,0.035187434999999996,0.06568357199999988,0.1959716429999998,0.17942577599999998,0.09064577100000003,0.007993971999999998,0.63241215,3.852665004
9,0.008105469000000004,2.1444941229999968,1.0451082490000003,0.028620680000000013,0.043676568000000006,0.034483001,0.06508331399999999,0.19551109600000008,0.17896670900000006,0.08867822499999986,0.007694281999999998,0.630542766,3.845447276
