run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0.0,0.8747955509999996,310.0808097210001,122.340921076,4.559841420999994,12.169502242999995,1.04179036,30.500980764,49.46147896600002,68.87257435900005,15.179421523999988,0.4937465359999999,0.919731881,615.582429433
