run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0.0,1.153390105999999,372.36725702399974,150.84467215200021,5.330231152000002,14.735352848,1.2547422090000004,37.162026350999994,61.27407318199998,80.65390949899987,17.26602776900001,0.6296076700000001,1.078367624,742.682457366
