run,absorption,along-step,boundary-init,boundary-post,discrete-select,locate-vacancies,pre-step,primary-generate,rayleigh,surface-physics,tracking-cut,setup,total
0,0.00917384599999999,2.1462415509999992,1.0523225089999988,0.02939843099999999,0.34245647699999965,0.04195398300000007,0.2163431210000001,0.2741418059999997,5.653491832999997,0.1065715010000001,0.008601289000000003,1.121668214,9.886815152
1,0.008762658000000006,2.1443477449999997,1.0512690530000008,0.028960847999999983,0.34202926600000016,0.040090539000000015,0.21573883199999977,0.27384114099999995,5.650731772999992,0.10397423799999995,0.008258448000000005,0.60157415,9.873864453
2,0.008651577,2.149110874000002,1.0510740130000005,0.028782277,0.3418582599999998,0.03988062799999998,0.21553858199999995,0.27388758000000035,5.650135953999994,0.10328579499999997,0.008077077000000007,0.595954857,9.87605056
3,0.00876679999999999,2.1432312630000037,1.0513331449999999,0.02889083899999999,0.3420363870000001,0.04033586400000004,0.2156933299999999,0.27509847100000007,5.653666032000001,0.10383171200000002,0.008210009,0.603744243,9.876801955
4,0.008827426000000003,2.143520591999999,1.0514463419999993,0.029004100000000012,0.34199658699999985,0.040240341999999964,0.21568726500000018,0.273549712,5.650184800999997,0.10445603399999993,0.008274172999999998,0.599265509,9.873152847
5,0.008751416000000007,2.1429371719999994,1.0504216119999983,0.028849762999999973,0.34326514200000013,0.03993658100000004,0.2155822610000002,0.2732626439999993,5.651278659999997,0.10373214099999999,0.008164933000000006,0.598879987,9.872092418
6,0.008698605999999996,2.142077590999998,1.0508261319999999,0.02884071500000002,0.3418705950000002,0.039809341999999984,0.21537153099999976,0.27337183800000014,5.651333356000004,0.10359838700000006,0.008161488000000008,0.594425182,9.86973288
7,0.008815644000000004,2.1492512049999988,1.0516247889999992,0.02899230999999997,0.34218170499999984,0.04026316499999993,0.21576738800000006,0.27334447100000026,5.653010703000007,0.10438031000000005,0.008272010000000003,0.599026328,9.881786213
8,0.008728031999999995,2.1431224930000004,1.050995349,0.028937488999999962,0.3420083940000006,0.04012425000000001,0.21571386600000006,0.2733877649999999,5.651922311999997,0.10378925299999993,0.008224426000000002,0.596949571,9.872902088
9,0.008719702999999994,2.1451207350000008,1.0510068290000003,0.028862664999999992,0.34200567099999996,0.039849883,0.21539324500000018,0.2735649970000001,5.653561076999991,0.1032976959999999,0.008110800000000003,0.593747763,9.875225971
